datetime;open;high;low;close;volume
2026-02-02;260.029999;270.48999;259.20999;270.010010;73913400
2026-01-30;255.17000;261.89999;252.17999;259.48001;92443400
2026-01-29;258;259.64999;254.41000;258.28000;67253000
2026-01-28;257.64999;258.85999;254.50999;256.44000;41288000
